rundate,span,airport_cluster,rpt_apt_grp_cd1,prt_apt_grp_name,rpt_apt_name,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,pc_change
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,BLACKPOOL,8231,6554,6718,5397,4724,4014,3000,0,2763,4030,4644,15.235732010
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,BOURNEMOUTH,6714,8554,4302,3975,4096,4973,1964,3098,5066,6024,7202,19.555112882
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,BRISTOL,52574,54741,61066,63863,66147,62556,21661,20935,56391,68635,71134,3.640999490
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,CAMBRIDGE,1479,373,56,0,0,0,0,0,0,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,CAMPBELTOWN,1035,977,1037,1074,1069,1064,992,917,1060,1057,1049,-0.756859035
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,CARDIFF WALES,14228,14044,15948,16944,17009,16688,3258,2065,6823,7765,7183,-7.495170637
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,CITY OF DERRY (EGLINTON),2537,1927,1856,1911,2324,3063,1698,2184,3255,3040,3050,0.328947368
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,COVENTRY,539,676,637,0,0,0,0,0,0,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,DONCASTER SHEFFIELD,5118,5581,10143,10039,8797,9520,2792,2911,5879,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,DUNDEE,1204,1174,1465,1174,1215,1212,730,995,1458,1655,1491,-9.909365559
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,EAST MIDLANDS INTERNATIONAL,57197,56378,55401,56949,57133,56219,35272,35351,46802,48694,45476,-6.608617078
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,EDINBURGH,101407,107208,116281,122707,125426,127335,43634,39457,93004,111335,116693,4.812502807
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,EXETER,12469,12967,13442,13761,13512,14521,3161,4076,6388,6705,6219,-7.248322148
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,FARNBOROUGH,0,0,0,0,0,0,0,0,0,9168,8890,-3.032286213
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,GLASGOW,74036,80321,85380,88798,85877,79276,26702,27652,58690,63878,67634,5.879958671
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,GLOUCESTERSHIRE,1227,1210,1099,137,0,0,1,0,0,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,HUMBERSIDE,11970,10911,9188,6803,7618,7341,3067,3697,4261,4956,5272,6.376109766
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,INVERNESS,9624,10581,11206,12245,12007,12733,4620,5848,10349,12269,10295,-16.089330834
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,ISLAY,1540,1611,1612,1908,1832,2021,1192,1258,1397,1355,1235,-8.856088561
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9483,10585,11575,10031,10587,10734,5345,7615,8727,7562,7600,0.502512563
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,KIRKWALL,10747,10701,11045,12008,11840,11256,7452,8446,9881,10320,10011,-2.994186047
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,LANDS END (ST JUST),5530,8101,8819,7312,8587,8310,4196,5244,5927,5362,4891,-8.784035808
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,LEEDS BRADFORD,29873,31149,31679,34533,31525,29746,8123,8480,25943,29281,31035,5.990232574
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,LERWICK (TINGWALL),1043,1161,1149,1023,955,904,481,729,823,867,784,-9.573241061
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,LIVERPOOL (JOHN LENNON),29777,32882,38287,35435,35914,34976,13676,13233,26766,31518,35523,12.707024557
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,LYDD,108,160,85,150,58,13,0,5,0,1,2,100.000000000
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,MANCHESTER,162919,164710,184578,196490,194131,195926,63022,60376,151724,173688,190034,9.411128000
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,MANSTON (KENT INT),621,0,0,0,0,0,0,0,0,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,NEWCASTLE,42873,42069,42390,43917,42412,40169,12305,12751,31606,35856,37218,3.798527443
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,NEWQUAY,5938,5976,7046,8230,7631,8206,1542,2146,4146,6048,5516,-8.796296296
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,NORWICH,23117,22898,23659,23564,20575,19729,10284,12133,15291,14661,13293,-9.330877839
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,OXFORD (KIDLINGTON),55,6,23,2,3,0,8,11,1,1,1,0
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,PRESTWICK,6615,4264,4693,4988,4827,4619,2000,2050,3747,3849,3863,0.363730839
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,SCATSTA,12381,11239,7465,7780,8081,4820,1695,0,0,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,SHOREHAM,382,370,143,0,0,0,0,0,0,0,0,
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,SOUTHAMPTON,35710,34249,37461,39285,35750,32529,9066,8464,16253,17909,17342,-3.166005919
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,STORNOWAY,6296,6284,6279,6919,6903,5876,2688,3228,4526,5131,5240,2.124342233
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,SUMBURGH,10227,11057,11931,11622,10474,12600,6633,9346,11333,11763,13251,12.649834226
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,4047,3920,3684,4117,3802,3630,2044,3987,3430,3210,3536,10.155763240
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,TIREE,1018,1248,1714,1764,1769,1600,1069,1264,1471,1553,1612,3.799098519
14/03/2025 19:29,2024 - 2024,1,3,Other UK Airports,WICK JOHN O GROATS,2364,2203,1775,1750,1526,1397,257,2,875,1128,1058,-6.205673759
14/03/2025 19:29,2024 - 2024,2,4,Non UK Reporting Airports,ALDERNEY,6183,5802,5584,5742,4955,4702,2468,3341,4222,4382,4282,-2.282062985
14/03/2025 19:29,2024 - 2024,2,4,Non UK Reporting Airports,GUERNSEY,25766,23608,23572,22629,20930,23030,8624,9371,16127,16131,17849,10.650300663
14/03/2025 19:29,2024 - 2024,2,4,Non UK Reporting Airports,ISLE OF MAN,17332,19081,19007,14930,14097,13530,4832,4612,8842,10547,9486,-10.059732625
14/03/2025 19:29,2024 - 2024,2,4,Non UK Reporting Airports,JERSEY,28400,25453,25655,24020,23828,24972,7697,10051,17081,18337,17940,-2.165021541

